index,status,param_train_end,param_num_boost_round,param_learning_rate,param_num_leaves,param_feature_fraction,param_bagging_fraction,param_min_data_in_leaf,param_lambda_l1,param_lambda_l2,param_early_stopping_rounds,train_ic,train_ir,val_ic,val_ir,n_train_dates,n_val_dates,train_val_gap
155,ok,1750,240,0.03,16,0.6,0.7,50,0.001,0.1,10,0.2651918236280403,1.1673221383816008,0.0786620484198361,0.36008420920634515,1745,207,0.18652977520820418
156,ok,1700,240,0.03,16,0.7,0.6,50,0.001,0.01,30,0.3042330261777513,1.3880927907050693,0.08082013537354327,0.4192922567530955,1695,257,0.223412890804208
157,ok,1800,200,0.05,16,0.7,0.8,50,0.0,0.001,10,0.30199575814836976,1.429576866358569,0.08412372751641306,0.43935770346230135,1795,157,0.2178720306319567
158,ok,1700,280,0.03,16,0.8,0.7,50,0.0,0.1,30,0.30811297942478233,1.4123801871846178,0.07297137406423701,0.3758575185719167,1695,257,0.23514160536054532
159,ok,1750,280,0.03,48,0.7,0.6,30,0.001,0.1,30,0.3839430247778839,1.9501647762747487,0.09468827473082868,0.5055231110593198,1745,207,0.2892547500470552
160,ok,1750,160,0.03,48,0.7,0.8,80,0.001,0.001,20,0.27375843691436863,1.2275008698265377,0.08420247261462503,0.4170905160205381,1745,207,0.18955596429974358
161,ok,1800,200,0.07,16,0.7,0.6,50,0.0,0.1,10,0.3140883738291754,1.5197712071068303,0.09742169545670605,0.5490649603382183,1795,157,0.2166666783724694
162,ok,1700,280,0.05,31,0.6,0.6,30,0.01,0.1,10,0.3331884023671509,1.512927138071087,0.07016327648786667,0.36935201193269673,1695,257,0.2630251258792842
163,ok,1800,200,0.07,31,0.8,0.6,50,0.01,0.01,30,0.33121184841506757,1.668391294796619,0.09868213224972741,0.544385618002008,1795,157,0.23252971616534016
164,ok,1750,240,0.05,48,0.8,0.6,80,0.0,0.001,20,0.23679859938120856,1.1160847367805362,0.0795188117884563,0.45040445406546264,1745,207,0.15727978759275227
165,ok,1700,160,0.03,16,0.6,0.6,50,0.0,0.01,30,0.32291941454301165,1.4889532946351762,0.07573662987525397,0.3900735316626201,1695,257,0.24718278466775767
166,ok,1800,240,0.05,31,0.6,0.8,50,0.0,0.001,30,0.36993687800046055,1.8569336876003417,0.1002351429379498,0.5637857706348173,1795,157,0.2697017350625107
167,ok,1700,280,0.03,48,0.7,0.6,50,0.001,0.1,10,0.25230726281631033,1.0679150997147349,0.07624391486911264,0.3543814994950241,1695,257,0.1760633479471977
168,ok,1750,200,0.07,48,0.7,0.7,80,0.001,0.1,10,0.24534583565066317,1.1339132726890504,0.08031055448159315,0.43953256476679403,1745,207,0.16503528116907001
169,ok,1700,240,0.05,16,0.8,0.6,80,0.0,0.01,30,0.24070318221536596,1.0755580282409203,0.07362664658318374,0.4129488519280864,1695,257,0.16707653563218222
170,ok,1750,280,0.03,31,0.6,0.7,50,0.0,0.1,10,0.2783653948137808,1.2417963721621108,0.08097228717827934,0.3770982163282777,1745,207,0.19739310763550147
171,ok,1750,240,0.05,31,0.7,0.6,30,0.001,0.1,20,0.34613593383006463,1.70251837843836,0.07852584028680912,0.45047106807470594,1745,207,0.2676100935432555
172,ok,1750,200,0.07,16,0.8,0.7,50,0.001,0.1,20,0.3330876966947715,1.6281946711403625,0.08843007079507048,0.5181927681444759,1745,207,0.24465762589970103
173,ok,1800,200,0.05,16,0.7,0.6,80,0.0,0.1,10,0.2446412529225383,1.1601900092058437,0.09687595728442405,0.5298678608663486,1795,157,0.14776529563811425
174,ok,1800,200,0.03,31,0.8,0.7,30,0.01,0.1,10,0.34609564865123427,1.663388435859075,0.09647224109724797,0.4664792629295072,1795,157,0.2496234075539863
175,ok,1800,240,0.05,48,0.7,0.7,50,0.01,0.001,30,0.32513188454612163,1.577700540944423,0.09842345086408635,0.5622081546469273,1795,157,0.22670843368203528
176,ok,1700,280,0.05,48,0.6,0.8,50,0.0,0.1,30,0.36059563484244767,1.7199817035037936,0.07551517912006725,0.40708334280178887,1695,257,0.2850804557223804
177,ok,1800,160,0.03,16,0.7,0.6,50,0.0,0.1,20,0.3098132494939944,1.5138409490245943,0.10595625243818527,0.566914691014407,1795,157,0.20385699705580915
178,ok,1800,240,0.05,48,0.6,0.7,30,0.001,0.01,20,0.3898923234801708,2.0116998779658526,0.08481341111476987,0.5245014960227348,1795,157,0.3050789123654009
179,ok,1800,280,0.05,48,0.8,0.7,50,0.01,0.001,20,0.32940655729258744,1.639824727725106,0.10032459151087589,0.5735852649234925,1795,157,0.22908196578171156
180,ok,1750,200,0.05,31,0.6,0.8,30,0.0,0.1,10,0.3988852332600564,1.9367916535926903,0.0784987793801048,0.41622171791851015,1745,207,0.3203864538799516
181,ok,1750,280,0.07,16,0.8,0.8,80,0.001,0.1,30,0.311802234876909,1.5642039012995625,0.0806520845069746,0.5091352579603977,1745,207,0.23115015036993442
182,ok,1800,240,0.05,48,0.6,0.7,80,0.001,0.1,10,0.25453015229736026,1.1813882877114565,0.0920945897619374,0.4940721470259759,1795,157,0.16243556253542285
183,ok,1750,160,0.05,16,0.6,0.7,50,0.001,0.001,30,0.3178068369802829,1.5490952832644145,0.07454355552578015,0.3939961468752234,1745,207,0.24326328145450274
184,ok,1750,160,0.03,16,0.6,0.6,30,0.001,0.001,10,0.29649891462159267,1.3526437041943107,0.08248602309813532,0.4114794876402353,1745,207,0.21401289152345734
185,ok,1750,160,0.03,48,0.8,0.8,30,0.01,0.01,30,0.4330839667237475,2.250357677887518,0.08643601450437717,0.49647515291276584,1745,207,0.34664795221937034
186,ok,1800,240,0.03,48,0.6,0.8,80,0.01,0.1,10,0.26215255673060606,1.1845238920519707,0.09404116793260907,0.4813962393638164,1795,157,0.16811138879799697
187,ok,1700,280,0.07,16,0.6,0.7,50,0.01,0.01,30,0.3007938218124826,1.3757829560020864,0.05436908691585478,0.2972441189715947,1695,257,0.2464247348966278
188,ok,1750,240,0.03,31,0.6,0.8,50,0.001,0.1,20,0.33124342740148927,1.5567973936063857,0.09066416155807983,0.4921611154035829,1745,207,0.24057926584340944
189,ok,1700,280,0.05,48,0.7,0.8,80,0.01,0.1,30,0.28805045308207566,1.2763608030722349,0.07688829737564275,0.394802406069497,1695,257,0.21116215570643293
190,ok,1700,280,0.05,48,0.7,0.6,30,0.001,0.1,10,0.3357702831876513,1.5220896337572072,0.07507088403483238,0.37842466919536316,1695,257,0.2606993991528189
191,ok,1750,200,0.05,31,0.6,0.8,80,0.0,0.01,10,0.27764416419746596,1.2820718726794122,0.08489694709840181,0.4542621511091735,1745,207,0.19274721709906414
192,ok,1700,240,0.07,31,0.6,0.6,50,0.001,0.1,30,0.3234166134041191,1.522616909837981,0.07974143578569609,0.4569925401863371,1695,257,0.243675177618423
193,ok,1750,280,0.05,31,0.8,0.7,50,0.01,0.1,20,0.33544604059540106,1.6435576224527382,0.08144605262894698,0.45599759671509266,1745,207,0.25399998796645407
194,ok,1800,240,0.03,16,0.7,0.8,30,0.0,0.001,10,0.29239174034392906,1.3075420294007096,0.10147232362777045,0.49625617970606994,1795,157,0.1909194167161586
195,ok,1750,280,0.05,31,0.6,0.8,80,0.01,0.01,20,0.28423764517584027,1.3079118266598555,0.09161694047061615,0.4911642036754266,1745,207,0.19262070470522413
196,ok,1700,200,0.07,48,0.8,0.6,50,0.0,0.1,20,0.30105091449746657,1.4069865001554538,0.06624521117130605,0.39540535331187715,1695,257,0.23480570332616052
197,ok,1700,280,0.05,48,0.6,0.6,50,0.0,0.001,30,0.3071470135949785,1.408621650760977,0.07369969793578317,0.3911885399243257,1695,257,0.2334473156591953
198,ok,1800,200,0.07,31,0.8,0.8,30,0.01,0.001,20,0.4223505366895146,2.148071522258291,0.0806844480941472,0.4963545592457051,1795,157,0.3416660885953674
199,ok,1700,280,0.07,31,0.6,0.7,80,0.001,0.1,30,0.26471083606254425,1.2061250922266895,0.07196843062302964,0.41767397390980326,1695,257,0.1927424054395146
200,ok,1700,280,0.03,16,0.8,0.8,50,0.0,0.1,10,0.2940279328706906,1.2567702073421527,0.07211296961155965,0.34047789286270636,1695,257,0.22191496325913096
201,ok,1700,160,0.03,31,0.8,0.7,80,0.0,0.1,30,0.24046030127871965,1.0370903664336926,0.07548118274320514,0.37427749401168164,1695,257,0.1649791185355145
202,ok,1750,200,0.03,48,0.7,0.7,30,0.01,0.1,10,0.3523766213240075,1.6817178498482217,0.08215917506755663,0.4273174605563876,1745,207,0.27021744625645083
203,ok,1800,280,0.03,48,0.7,0.7,30,0.0,0.01,10,0.3615649355190457,1.7738608202564534,0.09582803175185547,0.48938443289494976,1795,157,0.2657369037671903
204,ok,1700,200,0.05,48,0.8,0.6,30,0.0,0.1,30,0.3780907929286978,1.8857176756541476,0.08103014474026511,0.4454135690281343,1695,257,0.2970606481884327
205,ok,1750,240,0.05,16,0.7,0.6,80,0.001,0.01,30,0.2502511340539866,1.178193043119274,0.07732896778922752,0.4324528430605959,1745,207,0.17292216626475906
206,ok,1750,200,0.07,31,0.7,0.7,50,0.01,0.001,20,0.32582334796309725,1.5971264826121894,0.06830767370233322,0.38773669772092884,1745,207,0.25751567426076405
207,ok,1800,280,0.03,16,0.7,0.8,50,0.01,0.1,10,0.29444139855737717,1.369621805524191,0.09661752793556636,0.48575390437671284,1795,157,0.1978238706218108
208,ok,1750,200,0.05,16,0.8,0.6,80,0.01,0.001,20,0.22993872724852804,1.068117003172809,0.07218066543064611,0.37707379017144965,1745,207,0.15775806181788193
209,ok,1800,280,0.05,48,0.7,0.8,30,0.0,0.001,20,0.4290110408562652,2.1798516493174467,0.09065205727399835,0.4963675744842745,1795,157,0.33835898358226685
210,ok,1700,280,0.03,16,0.7,0.6,80,0.001,0.1,20,0.22923408974080803,0.9585363011113932,0.06898148640261437,0.3403245887726444,1695,257,0.16025260333819366
211,ok,1800,160,0.07,31,0.8,0.8,80,0.001,0.1,10,0.3073307546356469,1.5329325256891126,0.08252111199904334,0.4898007920917362,1795,157,0.22480964263660358
212,ok,1750,280,0.07,31,0.8,0.8,30,0.01,0.1,10,0.4056888307833696,1.9986890881056654,0.07756562620954897,0.5224304722335298,1745,207,0.3281232045738206
213,ok,1700,240,0.07,16,0.6,0.6,80,0.01,0.1,20,0.24200214732466588,1.074418068758861,0.0713669450617296,0.41173430127784993,1695,257,0.17063520226293627
214,ok,1800,200,0.07,16,0.6,0.7,80,0.001,0.1,20,0.2855889081983699,1.3866812175569605,0.09152443137593347,0.551874473693766,1795,157,0.19406447682243644
215,ok,1750,160,0.03,48,0.7,0.8,30,0.001,0.1,30,0.41804367395437075,2.1242643116488984,0.0957541533126593,0.5137040688184495,1745,207,0.32228952064171146
216,ok,1750,200,0.03,16,0.8,0.6,50,0.001,0.001,30,0.3134917690380688,1.5130304669501164,0.08945564144835923,0.48529033441313413,1745,207,0.2240361275897096
217,ok,1800,240,0.03,31,0.8,0.8,30,0.01,0.001,20,0.3954688115462107,1.9518810118706156,0.09774726726116066,0.5086692222393219,1795,157,0.29772154428505004
218,ok,1750,280,0.07,16,0.6,0.6,30,0.0,0.01,30,0.3320139258019226,1.6180470925488943,0.07773381248621146,0.4534296554739884,1745,207,0.25428011331571115
219,ok,1800,280,0.07,31,0.6,0.8,80,0.0,0.1,30,0.30881260057288545,1.5129969946988537,0.09613737379645047,0.5653150842738376,1795,157,0.21267522677643497
220,ok,1700,280,0.03,16,0.6,0.7,80,0.0,0.1,10,0.223101710516294,0.911000101598123,0.07131527340962225,0.31850964248740987,1695,257,0.15178643710667172
221,ok,1750,240,0.03,48,0.8,0.6,80,0.0,0.001,20,0.2246189940243382,1.016509310020934,0.07969698558400956,0.40855185421493495,1745,207,0.14492200844032863
222,ok,1700,280,0.07,31,0.7,0.6,50,0.0,0.1,10,0.2714915137731818,1.2343280533042447,0.06636505293419027,0.37718368515034806,1695,257,0.20512646083899155
223,ok,1700,200,0.03,48,0.8,0.7,50,0.001,0.1,30,0.3164644424687195,1.4547642125508737,0.06646927431717803,0.3436733527238326,1695,257,0.2499951681515415
224,ok,1700,200,0.05,31,0.6,0.8,80,0.0,0.01,20,0.28893329647447,1.2966776455319993,0.0687350564624639,0.3393165048058682,1695,257,0.2201982400120061
225,ok,1750,160,0.05,31,0.6,0.7,30,0.0,0.1,10,0.34842040880129255,1.6451464017402397,0.0886332396325444,0.43837140738682484,1745,207,0.25978716916874817
226,ok,1800,280,0.05,48,0.6,0.7,50,0.001,0.001,30,0.35073672642140086,1.8384123191418487,0.08794338727583578,0.47440223692652705,1795,157,0.2627933391455651
227,ok,1700,280,0.03,16,0.6,0.8,80,0.0,0.001,20,0.2728311490533439,1.1738285764461442,0.07542824723416541,0.3465314913210304,1695,257,0.19740290181917847
228,ok,1700,160,0.07,16,0.8,0.8,50,0.0,0.001,10,0.32643954219097665,1.508874115372929,0.06152396144691684,0.360398478490156,1695,257,0.2649155807440598
229,ok,1700,240,0.05,16,0.8,0.8,50,0.0,0.1,30,0.3252492113341821,1.5034621740147491,0.07495832798145372,0.4146886109492078,1695,257,0.2502908833527284
230,ok,1700,200,0.05,31,0.7,0.6,30,0.0,0.1,10,0.3326320928880136,1.5035913006165575,0.07154211234259267,0.3600276840101784,1695,257,0.26108998054542093
231,ok,1750,280,0.07,31,0.6,0.8,80,0.0,0.001,30,0.29673811139431444,1.4145664857228477,0.0797757243337667,0.4802163918942375,1745,207,0.21696238706054774
232,ok,1750,160,0.05,48,0.8,0.6,30,0.001,0.1,20,0.3391978486002789,1.6198037668524097,0.0853112313009636,0.510463593016423,1745,207,0.2538866172993153
233,ok,1800,240,0.05,31,0.8,0.7,30,0.01,0.001,10,0.35445216694827797,1.7136214528962526,0.08153455557132636,0.41978707694268264,1795,157,0.2729176113769516
234,ok,1700,200,0.05,48,0.6,0.7,80,0.01,0.001,20,0.2598074010068685,1.1708642586660474,0.07289278974102514,0.378943687572987,1695,257,0.18691461126584336
235,ok,1750,240,0.07,31,0.7,0.7,80,0.01,0.01,10,0.24973960005072657,1.1647751136356455,0.0801889231576753,0.4486202557089976,1745,207,0.16955067689305126
236,ok,1750,240,0.05,31,0.7,0.7,50,0.001,0.001,20,0.31229394254883064,1.4679818865530474,0.07390445917865805,0.3996336448653585,1745,207,0.23838948337017257
237,ok,1700,160,0.03,31,0.8,0.8,30,0.0,0.01,20,0.41365990755179877,1.9763508477686627,0.08423048115849985,0.4250755490457452,1695,257,0.3294294263932989
238,ok,1800,200,0.07,31,0.7,0.7,50,0.0,0.1,10,0.3123921149409384,1.5136109165523817,0.08563971821191534,0.5239958655988138,1795,157,0.22675239672902303
239,ok,1750,200,0.03,31,0.6,0.7,30,0.0,0.001,10,0.35580336847054234,1.6675240826309385,0.08780667972337985,0.4240808026899936,1745,207,0.2679966887471625
240,ok,1800,280,0.03,16,0.7,0.8,80,0.0,0.01,10,0.2688186084640789,1.2282325099526912,0.10054915410767369,0.5259856309235449,1795,157,0.16826945435640522
241,ok,1750,240,0.05,31,0.7,0.8,30,0.0,0.1,10,0.4106286121873985,2.0249311747242245,0.08920101312820508,0.5113948752763751,1745,207,0.3214275990591934
242,ok,1750,280,0.03,31,0.8,0.6,50,0.01,0.1,20,0.29925512888648925,1.4289340523934426,0.08026841072616844,0.4399359131958476,1745,207,0.2189867181603208
243,ok,1700,240,0.03,31,0.8,0.8,50,0.01,0.001,30,0.3318972269964885,1.5228428631527084,0.07081330534766866,0.3521334363370152,1695,257,0.26108392164881983
244,ok,1750,240,0.03,48,0.8,0.6,50,0.01,0.1,30,0.3096216449524736,1.4952590278601896,0.08244615679659709,0.4511027207530373,1745,207,0.2271754881558765
245,ok,1800,200,0.05,48,0.8,0.6,30,0.01,0.01,20,0.3517724500251816,1.7714430879154144,0.10753753996937669,0.582390705935511,1795,157,0.2442349100558049
246,ok,1750,200,0.05,16,0.8,0.7,50,0.001,0.1,20,0.3249813103568465,1.5894735895507268,0.08354630314709004,0.46425378057485533,1745,207,0.24143500720975647
247,ok,1800,240,0.05,16,0.8,0.7,50,0.001,0.001,20,0.3284011357752011,1.62531917768147,0.09683389652882143,0.5626008672793019,1795,157,0.23156723924637965
248,ok,1700,280,0.03,31,0.6,0.8,50,0.0,0.01,30,0.3456021631933259,1.6184631090297614,0.069427450631819,0.3430519312246666,1695,257,0.2761747125615069
249,ok,1700,280,0.07,16,0.7,0.8,80,0.0,0.1,20,0.29171991516651974,1.3218874754707093,0.07169133882181304,0.39715671228753024,1695,257,0.22002857634470668
250,ok,1800,200,0.07,31,0.6,0.6,50,0.01,0.01,20,0.31495364914453117,1.5315549746779102,0.10135928257021487,0.5731525027187719,1795,157,0.2135943665743163
251,ok,1700,200,0.03,16,0.6,0.6,50,0.0,0.1,10,0.2689759848622783,1.136138643282076,0.07861392237842972,0.3748798031511492,1695,257,0.19036206248384857
252,ok,1700,280,0.07,48,0.6,0.6,50,0.01,0.1,20,0.3139991839098149,1.4811833530260636,0.07832599671590834,0.443488925218383,1695,257,0.23567318719390656
253,ok,1750,240,0.07,16,0.8,0.7,50,0.01,0.001,10,0.32818390503472905,1.6136070734237296,0.08783405151287332,0.5261774042812523,1745,207,0.24034985352185573
254,ok,1750,200,0.07,16,0.6,0.6,50,0.0,0.1,30,0.29866819757908253,1.4275255694327549,0.0768699485126641,0.45113940447307255,1745,207,0.22179824906641843
255,ok,1800,200,0.07,31,0.6,0.8,30,0.001,0.1,30,0.4292901978147274,2.2151634096580675,0.07838171336366029,0.49376257636750726,1795,157,0.3509084844510671
256,ok,1750,160,0.05,16,0.6,0.7,30,0.0,0.001,10,0.28461970938360265,1.291451087697694,0.08261721713185843,0.4150976679783584,1745,207,0.20200249225174421
257,ok,1700,160,0.03,16,0.6,0.8,30,0.01,0.1,10,0.30818240319982637,1.2915404633095338,0.07275960651987734,0.33578055744548935,1695,257,0.23542279667994903
258,ok,1700,200,0.05,16,0.6,0.7,30,0.01,0.01,10,0.2844505509180062,1.2365124165417782,0.06536075337827416,0.32991816379317457,1695,257,0.21908979753973204
259,ok,1700,280,0.05,16,0.7,0.6,30,0.001,0.1,30,0.31115957035707703,1.4301161434743448,0.08233470605694435,0.4189597680989588,1695,257,0.22882486430013269
260,ok,1750,280,0.03,16,0.6,0.8,80,0.0,0.01,20,0.27176776210918746,1.2220226388131028,0.08498888350723946,0.4381495923528466,1745,207,0.186778878601948
261,ok,1750,200,0.05,31,0.6,0.7,80,0.001,0.001,30,0.2644268678366237,1.211105036024981,0.08708293407309602,0.4911632822596219,1745,207,0.1773439337635277
262,ok,1800,240,0.05,31,0.7,0.7,80,0.001,0.01,10,0.2527949266729823,1.187967695512259,0.08399494349547128,0.47693571859211614,1795,157,0.16879998317751105
263,ok,1800,160,0.03,16,0.6,0.6,30,0.001,0.01,20,0.3264686950356178,1.5837966085590445,0.10878626884739387,0.5677146621006797,1795,157,0.21768242618822395
264,ok,1800,280,0.07,48,0.7,0.7,30,0.0,0.01,20,0.38343628169271327,1.8983214019707035,0.07627525719173775,0.45941284711135405,1795,157,0.3071610245009755
265,ok,1700,240,0.03,48,0.6,0.7,30,0.001,0.01,10,0.34416419120122965,1.5174697404960202,0.06633654739049745,0.30674738867697443,1695,257,0.2778276438107322
266,ok,1700,160,0.05,31,0.8,0.8,50,0.01,0.1,10,0.31842311646783256,1.420678249217366,0.061291910686588645,0.3350014847976385,1695,257,0.25713120578124393
267,ok,1750,280,0.07,16,0.6,0.8,50,0.01,0.01,30,0.34027266243426746,1.6603136253030617,0.0737014706588999,0.47395297430419053,1745,207,0.2665711917753676
268,ok,1800,200,0.05,48,0.7,0.8,50,0.0,0.1,30,0.3697319800514813,1.8752584597036535,0.09488256225652422,0.541590866077765,1795,157,0.2748494177949571
269,ok,1750,280,0.03,16,0.6,0.6,80,0.01,0.1,20,0.23315388409144175,1.0468475774549846,0.08437975207458258,0.4013627031693144,1745,207,0.14877413201685918
270,ok,1800,240,0.05,31,0.6,0.8,80,0.0,0.01,10,0.28177976175023856,1.3150044194342745,0.09278773440485236,0.5160511302974805,1795,157,0.1889920273453862
271,ok,1750,200,0.03,16,0.7,0.6,30,0.0,0.001,30,0.3156179854075453,1.5071927621866803,0.09417724218274157,0.480855266362401,1745,207,0.22144074322480375
272,ok,1750,200,0.07,48,0.7,0.7,30,0.0,0.1,30,0.3801967548290484,1.921044272939929,0.0659729735716428,0.36406377637868464,1745,207,0.3142237812574056
273,ok,1700,160,0.03,31,0.8,0.6,30,0.01,0.01,20,0.3629915938074569,1.6969355373068193,0.08348787758920904,0.41387895145328596,1695,257,0.2795037162182478
274,ok,1750,200,0.03,16,0.7,0.7,80,0.0,0.1,10,0.20915117207454254,0.876240158803555,0.08435091027275439,0.3808920251625186,1745,207,0.12480026180178815
275,ok,1700,200,0.07,16,0.8,0.7,50,0.01,0.001,10,0.29376734058625764,1.3173953024329494,0.056223733071962205,0.32772122646405016,1695,257,0.23754360751429543
276,ok,1700,160,0.03,16,0.8,0.7,50,0.01,0.01,20,0.29254149843139626,1.2956656475197506,0.06982302263364312,0.3491781035066927,1695,257,0.22271847579775314
277,ok,1700,280,0.07,16,0.7,0.6,50,0.01,0.01,30,0.3016993634767018,1.4371116027528066,0.06924522538334578,0.39029096233353766,1695,257,0.23245413809335602
278,ok,1750,160,0.07,48,0.8,0.6,30,0.001,0.1,30,0.32599377812304237,1.5316656608340036,0.06857554347803099,0.39663554006050905,1745,207,0.25741823464501135
279,ok,1750,280,0.05,31,0.6,0.6,30,0.01,0.01,10,0.33461457763830166,1.572286604416014,0.07688666942962735,0.40080139025686773,1745,207,0.2577279082086743
280,ok,1800,160,0.07,48,0.6,0.7,30,0.001,0.1,30,0.4046379298748645,2.0710377019026693,0.08782288386601038,0.5388458988327429,1795,157,0.31681504600885413
281,ok,1750,240,0.07,48,0.8,0.7,50,0.01,0.001,20,0.3281332384506676,1.602268324358708,0.08324180039981718,0.4980337399170749,1745,207,0.24489143805085042
282,ok,1800,160,0.05,16,0.7,0.7,30,0.01,0.1,30,0.31374021242587774,1.4988441270414379,0.08464157903375111,0.4413166575120309,1795,157,0.22909863339212663
283,ok,1750,160,0.05,31,0.7,0.7,30,0.001,0.1,20,0.37942501707708437,1.8720385922154117,0.0760054031037725,0.3883204911614306,1745,207,0.30341961397331185
284,ok,1700,240,0.05,16,0.8,0.8,80,0.001,0.1,10,0.2644204355795537,1.16313511045384,0.06752828896695023,0.347782736999727,1695,257,0.19689214661260346
285,ok,1750,200,0.05,31,0.7,0.8,50,0.001,0.01,10,0.3277174475266782,1.531608282157208,0.07482481953430091,0.41418684255912247,1745,207,0.2528926279923773
286,ok,1700,240,0.07,31,0.8,0.8,50,0.01,0.1,10,0.3378405061677147,1.5584284757196705,0.05951360438289749,0.3554944480764072,1695,257,0.2783269017848172
287,ok,1800,160,0.03,31,0.8,0.7,80,0.0,0.1,10,0.228815659472954,1.04843646036089,0.10275572938076323,0.5162979443515806,1795,157,0.1260599300921908
288,ok,1700,280,0.05,16,0.8,0.8,50,0.001,0.001,20,0.31952358861026803,1.4694081267869754,0.0739751341204111,0.40671825313714455,1695,257,0.24554845448985693
289,ok,1750,160,0.03,31,0.7,0.8,80,0.001,0.001,20,0.27375843691436863,1.2275008698265377,0.08420247261462503,0.4170905160205381,1745,207,0.18955596429974358
290,ok,1700,200,0.05,31,0.8,0.8,80,0.001,0.001,20,0.28893542197925937,1.3029789828376745,0.07487322420455808,0.382216818516275,1695,257,0.21406219777470128
291,ok,1700,160,0.07,31,0.8,0.8,50,0.01,0.001,30,0.3504528003723584,1.6622134087287015,0.06139124405331491,0.37715591580307245,1695,257,0.28906155631904346
292,ok,1800,160,0.07,48,0.8,0.6,30,0.01,0.01,10,0.33985129284370785,1.6711211173269924,0.09411979046649088,0.5087376205655312,1795,157,0.24573150237721697
293,ok,1800,200,0.05,16,0.8,0.7,80,0.01,0.001,30,0.2809392110291476,1.376445499168543,0.0968043123675807,0.5617290664523813,1795,157,0.1841348986615669
294,ok,1800,160,0.03,48,0.6,0.7,30,0.01,0.01,10,0.37112596325608727,1.7809908597111082,0.10201427257160138,0.5543365450092191,1795,157,0.26911169068448587
295,ok,1750,200,0.07,16,0.7,0.8,50,0.0,0.01,30,0.33355344785812896,1.6020111442539957,0.07449193753710713,0.44454400730490173,1745,207,0.2590615103210218
296,ok,1750,280,0.03,16,0.7,0.6,80,0.001,0.001,20,0.2379023475892249,1.0909406720733081,0.08471293971223029,0.41308059950257925,1745,207,0.15318940787699462
297,ok,1750,240,0.07,48,0.8,0.7,30,0.01,0.01,30,0.4004146252298297,2.057759040407299,0.07630033495684838,0.4621139304438683,1745,207,0.32411429027298133
298,ok,1700,200,0.07,16,0.8,0.6,80,0.01,0.01,10,0.2170366919422168,0.9502305370490153,0.06315080630019335,0.3176634444927521,1695,257,0.15388588564202346
299,ok,1750,280,0.03,48,0.7,0.8,50,0.0,0.001,10,0.3050446488835779,1.388920067942681,0.084566197743439,0.4416562416372989,1745,207,0.22047845114013892
300,ok,1700,240,0.07,16,0.6,0.7,30,0.01,0.1,10,0.3128352218047281,1.4384060446833147,0.05854499949541623,0.33039390542091146,1695,257,0.25429022230931186
301,ok,1750,280,0.05,48,0.8,0.7,80,0.0,0.001,30,0.26694729556946634,1.2517989524319637,0.08340501937711393,0.5062131161251002,1745,207,0.18354227619235242
302,ok,1800,240,0.03,48,0.6,0.6,30,0.001,0.001,30,0.37271980426006796,1.9412471703468188,0.10786030619745586,0.5628186787841238,1795,157,0.2648594980626121
303,ok,1800,240,0.03,31,0.7,0.8,80,0.01,0.01,10,0.27363135759645674,1.266960053298283,0.09625977010649016,0.5085327901512389,1795,157,0.17737158748996656
304,ok,1750,240,0.05,48,0.8,0.7,30,0.01,0.1,10,0.3541467099358574,1.6818953335744744,0.0807384334774201,0.4229711487778215,1745,207,0.2734082764584373
305,ok,1750,160,0.05,31,0.6,0.7,30,0.0,0.001,10,0.3475886259004172,1.6272546206007161,0.09014520724455839,0.4469215659222991,1745,207,0.25744341865585885
306,ok,1750,160,0.03,31,0.7,0.8,80,0.01,0.1,20,0.278920213984976,1.2725229629794228,0.08794142301372351,0.4314392513719791,1745,207,0.1909787909712525
307,ok,1800,280,0.03,31,0.8,0.8,30,0.01,0.001,20,0.3954688115462107,1.9518810118706156,0.09774726726116066,0.5086692222393219,1795,157,0.29772154428505004
308,ok,1700,200,0.05,16,0.8,0.7,30,0.0,0.01,10,0.30291667020729235,1.3585023219427088,0.06798723535918039,0.36777286285213534,1695,257,0.23492943484811196
309,ok,1800,240,0.07,48,0.8,0.8,80,0.01,0.001,20,0.31707660334948684,1.5929211823908438,0.0780760005958084,0.4485218551019195,1795,157,0.23900060275367846
310,ok,1700,280,0.03,16,0.6,0.6,50,0.0,0.01,10,0.2657666944793346,1.1200352368223065,0.07545178243272213,0.3635687668830932,1695,257,0.19031491204661247
311,ok,1700,280,0.05,48,0.6,0.6,50,0.001,0.01,20,0.29893642572919965,1.3760074556091064,0.07241155603573651,0.3706185373730008,1695,257,0.22652486969346314
312,ok,1750,240,0.07,16,0.7,0.7,30,0.001,0.01,20,0.33032283410675034,1.6368075281476524,0.06958201780033477,0.4116803041638174,1745,207,0.26074081630641555
313,ok,1700,200,0.03,16,0.8,0.8,80,0.01,0.1,10,0.2505415980337245,1.046175298097622,0.07571340281302372,0.344987831252573,1695,257,0.17482819522070078
314,ok,1750,200,0.03,48,0.6,0.6,80,0.001,0.01,30,0.25208429842265406,1.1514254207298942,0.0875938686458252,0.45085415700235404,1745,207,0.16449042977682887
315,ok,1800,200,0.03,16,0.7,0.8,80,0.0,0.001,10,0.2693339273206747,1.2336885077130892,0.10069173859391546,0.525507081743589,1795,157,0.16864218872675923
