index,status,train_end,param_num_boost_round,param_learning_rate,param_num_leaves,param_feature_fraction,param_bagging_fraction,param_min_data_in_leaf,param_lambda_l1,param_lambda_l2,param_early_stopping_rounds,train_ic,train_ir,val_ic,val_ir,n_train_dates,n_val_dates,train_val_gap
692,ok,1800,240,0.07,16,0.8,0.6,80,0.001,0.1,10,0.2598334727319605,1.2779809333182894,0.10893679000510895,0.6051585495560113,1793,155,0.15089668272685156
693,ok,1800,240,0.05,48,0.6,0.6,80,0.001,0.001,10,0.2532311171926304,1.2043591495785526,0.09687510694114955,0.5817644938373032,1793,155,0.15635601025148088
694,ok,1800,160,0.05,48,0.7,0.7,50,0.01,0.001,10,0.3506797915054372,1.752021918703801,0.09200711407900827,0.5668169663624968,1793,155,0.25867267742642897
695,ok,1800,200,0.07,31,0.6,0.7,30,0.01,0.01,30,0.4448516415306459,2.459827117760701,0.09149603764093289,0.5498243678930569,1793,155,0.353355603889713
696,ok,1800,160,0.03,16,0.6,0.8,50,0.001,0.001,20,0.33842637856587954,1.6898835016101714,0.09973784712146755,0.5090235449882085,1793,155,0.238688531444412
697,ok,1800,160,0.05,48,0.6,0.6,50,0.01,0.01,20,0.3351447640192502,1.692576621820225,0.1017901070936938,0.5873217576637466,1793,155,0.2333546569255564
698,ok,1800,200,0.03,48,0.6,0.8,30,0.01,0.001,30,0.4658064675568891,2.655311650657136,0.09646201674013935,0.5141211459043412,1793,155,0.3693444508167497
699,ok,1800,200,0.03,31,0.7,0.6,30,0.01,0.01,20,0.37461047087155225,1.958863614132751,0.09679481499937591,0.5392834214804637,1793,155,0.2778156558721763
700,ok,1800,280,0.05,31,0.6,0.6,80,0.001,0.001,10,0.2532311171926304,1.2043591495785526,0.09687510694114955,0.5817644938373032,1793,155,0.15635601025148088
701,ok,1800,240,0.05,31,0.6,0.8,80,0.0,0.001,20,0.33170123618536734,1.6813265958207593,0.10139725025200243,0.5550970340391224,1793,155,0.23030398593336493
702,ok,1800,200,0.05,31,0.6,0.8,80,0.001,0.001,30,0.33716746850573004,1.723020171418812,0.10165358288937931,0.5574385511887969,1793,155,0.23551388561635073
703,ok,1800,240,0.03,16,0.7,0.6,50,0.01,0.01,30,0.32895724985972485,1.6908436669539992,0.10083145947276503,0.5364268801793448,1793,155,0.22812579038695982
704,ok,1800,280,0.05,48,0.6,0.7,80,0.001,0.001,20,0.311612767550479,1.554325318903915,0.10439228352154965,0.6773818185244823,1793,155,0.20722048402892934
705,ok,1800,160,0.03,48,0.6,0.7,30,0.001,0.001,20,0.44979633622320814,2.436170583830742,0.10754364976842244,0.6261240045732462,1793,155,0.3422526864547857
706,ok,1800,160,0.05,48,0.8,0.8,80,0.0,0.1,10,0.3045718355161398,1.4971892149520651,0.08378870353454272,0.45398280266416075,1793,155,0.2207831319815971
707,ok,1800,200,0.05,16,0.7,0.7,50,0.001,0.001,20,0.3537087583714742,1.8050775268727017,0.09355126567639155,0.5618046961358806,1793,155,0.26015749269508265
708,ok,1800,200,0.07,31,0.8,0.8,30,0.01,0.1,10,0.4378987331120863,2.386817955359442,0.07741825673171003,0.4834570157372111,1793,155,0.3604804763803763
709,ok,1800,280,0.03,48,0.7,0.6,30,0.01,0.1,10,0.34751362909475986,1.7270083014537123,0.09381178749962076,0.5028216123654867,1793,155,0.2537018415951391
710,ok,1800,160,0.03,31,0.7,0.8,80,0.001,0.001,20,0.32721499721937375,1.6675630507889385,0.10399890169199745,0.5467005603865961,1793,155,0.2232160955273763
711,ok,1800,200,0.05,31,0.8,0.8,80,0.0,0.1,20,0.3104973344690768,1.5420556105390921,0.08685728832953574,0.4682477476813165,1793,155,0.22364004613954105
712,ok,1800,280,0.07,16,0.7,0.6,80,0.01,0.001,20,0.2743181374125859,1.3701575129342163,0.09113144947186123,0.5598544694704523,1793,155,0.18318668794072468
713,ok,1800,240,0.07,48,0.8,0.6,30,0.0,0.01,30,0.39406059561065054,2.0164221839480656,0.09195873772131544,0.5819699587453995,1793,155,0.3021018578893351
714,ok,1800,280,0.07,16,0.7,0.8,80,0.001,0.1,30,0.32543740968027823,1.6267693428865788,0.08949821550084869,0.48436871920340147,1793,155,0.23593919417942955
715,ok,1800,240,0.05,31,0.7,0.8,30,0.0,0.01,30,0.4761879322152466,2.7720230590675343,0.09371376523433045,0.564504136348031,1793,155,0.38247416698091613
716,ok,1800,200,0.07,48,0.7,0.6,80,0.01,0.01,30,0.2829458909291583,1.430890667469489,0.09275354097709641,0.5661958578618943,1793,155,0.19019234995206186
717,ok,1800,240,0.07,31,0.7,0.6,30,0.01,0.001,30,0.40001120814227614,2.131985598931043,0.082114329939317,0.48235924056167645,1793,155,0.31789687820295914
718,ok,1800,200,0.07,16,0.8,0.8,30,0.01,0.1,20,0.3814705878778649,1.991716544053842,0.08084337476577536,0.5023840180903109,1793,155,0.30062721311208956
719,ok,1800,240,0.05,48,0.6,0.7,30,0.001,0.1,20,0.43766152922268486,2.371840403480091,0.0902499379672896,0.5200946335121118,1793,155,0.3474115912553953
720,ok,1800,160,0.03,48,0.8,0.6,30,0.001,0.01,20,0.38365343226948007,1.9734846305384142,0.10100064188185562,0.5524564300817718,1793,155,0.2826527903876245
721,ok,1800,160,0.03,16,0.6,0.7,30,0.001,0.01,20,0.35257301307033456,1.7583525817487098,0.10617585375988565,0.5979276111589934,1793,155,0.24639715931044892
722,ok,1800,240,0.03,31,0.8,0.8,80,0.001,0.1,30,0.3153624768615333,1.5916230511060045,0.09841962846718523,0.5256412241121942,1793,155,0.21694284839434808
723,ok,1800,200,0.05,31,0.7,0.7,50,0.01,0.001,20,0.3758012595919782,1.9554377731855912,0.09570958180844572,0.5757694124916719,1793,155,0.2800916777835325
724,ok,1800,240,0.03,31,0.7,0.7,30,0.001,0.001,30,0.4303441188376886,2.3554161667449356,0.10429591966669627,0.5842934994303461,1793,155,0.3260481991709923
725,ok,1800,160,0.05,48,0.8,0.7,80,0.01,0.1,20,0.31417506054507044,1.5692310652871453,0.09028543264805652,0.5263202780505015,1793,155,0.22388962789701392
